Cell_num,Day,Upload,Download
67,3,0.24921003341674808,1.6642120933532707
67,4,0.2823821067810061,1.4542030525207528
67,10,0.7349703884124759,4.624738483428954
67,11,0.5903602409362791,3.7488307476043703
67,17,0.5365771675109863,3.158127241134644
67,18,0.45386053085327166,2.5585957717895496
67,24,0.6896940708160401,3.466786746978759
67,25,0.670518922805786,5.134279060363771
67,31,0.9598445129394538,5.7599791431427025
67,32,0.774373598098755,4.021798801422118
67,38,0.6575896072387698,3.807809352874756
67,39,0.5567255592346191,3.846384906768749
67,46,0.855545110702515,4.163931741714479
69,3,3.2585887527465824,30.575423040390035
69,4,3.7926802635192867,43.7624995803833
69,10,4.446682138442996,40.65811606407164
69,11,4.623179225921629,44.97536168098449
69,17,4.576575841903686,37.37128311157226
69,18,3.4165609073638903,32.158167667388916
69,24,5.572378263473511,38.00003184318542
69,25,5.8826818084716805,48.9319264507294
69,31,3.995780782699586,35.90303039550781
69,32,4.941532897949218,12.493569440841675
69,38,7.108884897232053,44.610029001235986
69,39,5.344836740493769,11.337474441528272
69,46,5.42409574508667,52.39334809303287
71,3,0.03411808013916015,0.5973119449615474
71,4,0.054033298492431645,0.4454298686981201
71,10,0.06172981262207032,0.7387077999114996
71,11,0.08208441734313975,1.3963047885894777
71,17,0.07520819664001462,1.820577278137207
71,18,0.06562593460083012,0.8350408840179444
71,24,0.08109140396118174,0.7569416809082035
71,25,0.08923768043518066,0.7711328220367423
71,31,0.16286267280578615,0.7860274600982669
71,32,0.08119713783264161,0.4810041904449463
71,38,0.18832317352294928,2.1715823745727536
71,39,0.11841373443603509,1.4107350158691405
71,46,0.08506548881530762,0.6200535583496094
73,3,0.07859684944152831,0.7768133068084716
73,4,0.022007131576538087,0.1837248611450196
73,10,0.058554611206054694,0.9500845241546623
73,11,0.03651815414428709,0.7853568458557127
73,17,0.05380963325500489,0.7078792572021484
73,18,0.07825846672058104,1.3041014957427985
73,24,0.13301719665527342,1.7045702743530278
73,25,0.10639402389526371,1.1205134296417247
73,31,0.23599329948425296,1.6000144767761235
73,32,0.13216275215148426,1.4956847572326657
73,38,0.072560977935791,0.49863679885864204
73,39,0.07552960395812987,0.46589792251586903
73,46,0.09120958328247068,1.2768868255615238
75,3,0.18986025810241686,0.9544294643402095
75,4,0.12127706527709957,1.4239258575439444
75,10,0.3532843303680423,1.0895155715942373
75,11,0.2939475059509277,1.8912960243225097
75,17,0.307234754562378,1.3075425243377683
75,18,0.1481584548950195,0.9625544166564938
75,24,0.19571944236755381,1.370158071517944
75,25,0.39159002304077156,1.8949841499328612
75,31,0.31586335182189934,1.7926243305206309
75,32,0.21641092300414985,1.158188018798328
75,38,0.14040824890136722,0.604452648162842
75,39,0.08154705047607422,0.4092116546630859
75,46,0.16662650108337412,0.6882575798034666
77,3,0.726827278137207,5.652280426025393
77,4,0.7020558547973634,3.250408544540405
77,10,0.8652226638793947,5.906664438247684
77,11,0.8308555507659914,4.672496633529665
77,17,1.1123675155639658,7.198046617507934
77,18,1.0908038234710689,6.501478328704833
77,24,1.312714700698852,9.830919237136838
77,25,1.2317450428009027,7.015128107070925
77,31,1.429730434417724,7.3105991458892845
77,32,1.5747201347351074,6.866392498016356
77,38,2.0712756061553965,12.721547126770036
77,39,0.8516049480438177,5.71256989479065
77,46,2.278228378295898,15.029149293899538
79,3,0.22960770606994677,2.1232694435119597
79,4,0.2504560470581054,3.820295915603635
79,10,0.021066408157348632,0.25659196853637706
79,11,0.07564629554748535,0.2793437767028809
79,17,0.0861169242858887,1.5166906452178965
79,18,0.05609716415405276,0.5214187335968018
79,24,0.10049515724182127,2.7459089088439943
79,25,0.06982844352722169,1.2983774375915533
79,31,0.052731504440307615,0.7347343444824226
79,32,0.03858936309814398,0.1686038398742675
79,38,0.11116363525390627,0.9321088886260998
79,39,0.10436521530151366,2.362383327484131
79,46,0.018119993209838873,0.06557260513305666
81,3,0.12167410850524907,1.551024265289306
81,4,0.06286563873291012,0.7878091907501223
81,10,0.05962840080261231,0.3727400684356691
81,11,0.03608035087585449,0.14644081115722654
81,17,0.2980554485321043,0.40682283401489305
81,18,0.053824348449707037,0.5631605625152589
81,24,0.08841625213623042,0.6715175914764405
81,25,0.06298473358154297,0.46834415435791005
81,31,0.14801856040954586,0.9108910083770757
81,32,0.0734951877593994,0.2816632843017578
81,38,0.05805041313171386,0.3847003555297851
81,39,0.07366807937622019,0.6252255153656007
81,46,0.21183335304260262,0.7944952678680423
83,3,0.19863177299499513,1.9663157749176035
83,4,0.16971740722656256,3.1115006160736085
83,10,0.29767225265502933,2.3821125030517587
83,11,0.2555725955963134,2.1505858802795417
83,17,0.6939551162719721,6.170123310089104
83,18,0.45228145599365244,5.5288141727447515
83,24,0.3164645290374756,5.785833873748777
83,25,0.33458944320678713,3.3935324954986568
83,31,0.41552396774291983,3.32585789680481
83,32,0.41360538482666015,3.230709524154663
83,38,0.6134912586212163,6.816808176040654
83,39,0.42834095001220707,3.935456876754761
83,46,0.377692241668701,3.124250621795654
85,3,11.775516490936278,83.94468497276304
85,4,10.366411132812502,69.07680124282838
85,10,12.60426099777222,83.84731606483459
85,11,10.754133653640748,75.74945700645449
85,17,11.90351522445679,84.4200880241394
85,18,12.72804557800292,86.20961969375611
85,24,7.65992820739746,43.15659516334534
85,25,7.658540773391725,42.922340698242195
85,31,9.619591331481931,59.17442115783692
85,32,5.01853759765625,11.209725589752198
87,3,0.7753509426116946,4.977058219909667
87,4,0.9637683773040778,7.44489418029785
87,10,1.1303490543365478,7.056286497116087
87,11,1.1397040081024163,7.328946151733398
87,17,1.3182854270935045,9.057588815689083
87,18,1.301100740432739,9.425455923080444
87,24,1.5816179943084703,10.437362499237059
87,25,1.6256584835052472,9.205414209365843
87,31,1.5833427810668945,11.876788558959962
87,32,0.9149181747436523,7.314716415405273
89,3,0.256446304321289,1.6872186374664313
89,4,0.2859225082397463,3.48618752479553
89,10,0.6984100437164305,9.066273984909056
89,11,0.7246917724609376,9.276561279296875
89,17,0.5378018569946289,4.757032289505003
89,18,2.0243267154693605,7.183302278518679
89,24,0.4769363117218019,4.383462190628051
89,25,0.7405055904388425,4.496381673812868
89,31,1.2749816703796393,8.988733606338497
89,32,0.6057990264892577,7.2993101882934575
89,38,0.4616900253295898,6.3145665264129685
89,39,0.6187613677978515,5.5643597407109375
89,46,0.3135363864898682,4.812223358154301
91,3,0.24685974121093748,1.9545884513854979
91,4,0.29908642768859856,2.4186079788208015
91,10,0.41805740356445276,2.236774969100953
91,11,0.618729553222656,1.8038111305236812
91,17,0.3118699836730958,3.8483274841308592
91,18,0.2747526741027833,3.0239490985870354
91,24,0.24160797119140615,2.471321477890013
91,25,0.2388319873809816,2.476002740859985
91,31,0.35463979721069294,2.7515946292877214
91,32,0.3896679401397705,3.069523496627807
91,38,0.09656184196472167,0.8300352478027347
91,39,0.12443811416625924,1.0415270709991453
91,46,0.15309688568115237,0.7172384166717528
269,3,0.2502485942840576,1.857017669677735
269,4,0.2330538272857667,1.6034852313995362
269,10,0.2783438587188722,3.9740693473815965
269,11,0.339807643890381,4.009694681167603
269,17,0.5838731479644776,6.2594226741790795
269,18,0.435348024368286,6.432552299499508
269,24,0.2605784988403321,2.757133426666261
269,25,0.34886385917663576,3.483683509826659
269,31,0.28706677436828604,3.9743740558624263
269,32,0.28699328422546333,3.550431470870971
269,38,0.2647176933288575,1.9548324680328384
