Cell_num,Day,Upload,Download
67,1,0.2368272781372072,1.763216867446899
67,2,0.2687395000457765,1.9727270603179916
67,5,0.2785968017578127,1.861678619384765
67,6,0.3207093334197997,1.750143213272095
67,7,0.4132337284088134,2.546954975128173
67,8,0.4779456138610844,3.3912259006500256
67,9,0.3737618541717529,2.535533981323242
67,12,0.4195661544799804,2.6799556732177723
67,13,0.46705544471740723,2.950224847793579
67,14,0.40261623382568346,2.993402957916259
67,15,0.39617139816284186,1.8717346000671389
67,16,0.5129454231262208,2.2673272037506105
67,19,0.5180821800231937,2.905803985595703
67,20,0.5607632923126219,3.6007303810119633
67,21,1.0489308929443362,4.455138216018675
67,22,0.47724300384521484,2.7240205097198467
67,23,0.563057870864868,3.302882204055785
67,26,1.1755374240875238,3.9466587638854977
67,27,0.3683902931213378,3.6225650215148946
67,28,0.6047341060638428,4.3901992321014385
67,29,0.6827873229980471,3.1958640098571784
67,30,0.6577227687835693,6.767716646194455
67,33,0.5033887958526612,3.580527839660645
67,34,0.599945020675659,3.475774497985839
67,35,0.7006790351867671,3.2330074501037593
67,36,0.39824387550353996,3.0495586585998526
67,37,0.4714674091339113,3.6705162620544405
67,40,0.5966612529754638,3.75936261177063
67,41,0.7085338020324706,2.985566816329956
67,42,0.6449246883392333,5.179333305358888
67,43,1.184168643951416,8.486386146545403
67,44,0.47542162895202633,3.3464929771423333
67,47,0.8765013790130616,5.692261247634887
67,48,0.5881042480468748,3.6405995178222663
67,49,0.5944583988189698,2.6723950195312516
67,50,1.0242880630493163,3.784591703414917
69,1,3.1137195205688473,27.936461219787606
69,2,2.8925647830963124,33.854679841995235
69,5,3.6124909591674808,34.43501830101015
69,6,3.888509588241577,45.45114331245422
69,7,4.428421573638916,42.21821982383727
69,8,4.61949595451355,48.91582705497745
69,9,3.7319017314910883,34.087989320754986
69,12,3.988548402786255,38.585194120407124
69,13,4.370644235610961,41.90999889373781
69,14,4.252369956970216,48.58227221488955
69,15,4.918240070343019,30.54730869293211
69,16,4.885607786178588,36.460191593170165
69,19,4.71820227622986,35.4318753528595
69,20,4.457235574722292,39.12329785346985
69,21,4.2565485668182355,32.06775682449339
69,22,5.086619815826415,42.94654805183412
69,23,4.235772409439089,36.9357124042511
69,26,5.331300382614135,50.90112468719479
69,27,2.330211992263794,22.810148267745973
69,28,4.077127676010132,36.991606855392476
69,29,3.887863912582397,35.178302755355816
69,30,3.638123121261597,34.85900983810425
69,33,6.975834245681762,11.406270303726197
69,34,7.02197654724121,11.412092704772949
69,35,6.477749710083006,9.82511257171581
69,36,4.867576837539673,39.815668382644645
69,37,5.9339027309417745,46.59717380523679
69,40,5.304061784744263,8.134564123153684
69,41,7.226447687149047,7.466866016387939
69,42,4.975782089233399,37.32149482727048
69,43,6.008565845489504,54.51446563720703
69,44,5.671171283721924,44.9540324306488
69,47,4.883589925765991,51.10807479858401
69,48,4.82573483467102,40.299278612136845
69,49,5.041761398315431,45.345544700622554
69,50,5.386490831375124,55.346211137771604
71,1,0.02593364715576173,0.09815496444702142
71,2,0.036985111236572284,0.4722563743591307
71,5,0.024780845642089832,0.17760624885559093
71,6,0.04076174736022951,0.571060171127319
71,7,0.08390636444091797,2.0951061630248984
71,8,0.08160150527954098,0.7622399044036864
71,9,0.142907543182373,2.8008720970153806
71,12,0.057480726242065384,0.35627935409545913
71,13,0.06251260757446284,1.0705289936065674
71,14,0.05820910453796388,0.8734679794311525
71,15,0.08676571846008302,1.2028058624267584
71,16,0.13340236663818367,0.5121526813507078
71,19,0.1121498584747314,2.6142983245849596
71,20,0.04990282058715819,0.3878953075408936
71,21,0.06228489875793459,0.26605425834655755
71,22,0.044392442703247076,0.19886987686157237
71,23,0.058967390060424806,0.400373067855835
71,26,0.060145359039306644,0.4081147384643556
71,27,0.03181760787963868,0.1915641880035401
71,28,0.1261375617980957,1.9088671684265142
71,29,0.06659046173095706,0.5167836475372323
71,30,0.07339963912963868,0.4811453533172606
71,33,0.08801386833190908,1.466498212814331
