date,time,cell_num,upload,download
2018/03/01,00:00:00,1,0.32470960600000004,3.560743589
2018/03/02,00:00:00,1,0.201,2.31
2018/03/03,00:00:00,1,0.287689381,3.8944022560000002
2018/03/04,00:00:00,1,0.197377167,2.914598999
2018/03/05,00:00:00,1,0.16618866,2.122178469
2018/03/06,00:00:00,1,0.16787793199999998,2.220678883
2018/03/07,00:00:00,1,0.25820282899999997,4.321320313999999
2018/03/08,00:00:00,1,0.29600522,6.711836022999999
2018/03/09,00:00:00,1,0.27708251,3.33441843
2018/03/10,00:00:00,1,0.36537267700000003,4.8739229580000005
2018/03/11,00:00:00,1,0.291119604,5.282997798999999
2018/03/12,00:00:00,1,0.233008785,3.4164356139999996
2018/03/13,00:00:00,1,0.461653233,4.416942739
2018/03/14,00:00:00,1,0.442273893,4.106454468
2018/03/15,00:00:00,1,0.463037939,3.987776213
2018/03/16,00:00:00,1,0.367240667,5.871887226
2018/03/17,00:00:00,1,0.366,4.66
2018/03/18,00:00:00,1,0.487424297,4.952346392
2018/03/19,00:00:00,1,0.508475876,4.865462675
2018/03/20,00:00:00,1,0.347565918,5.512107964
2018/03/21,00:00:00,1,0.396020174,4.496657171
2018/03/22,00:00:00,1,0.48135224299999996,3.850067062
2018/03/23,00:00:00,1,0.180890532,1.57326375
2018/03/24,00:00:00,1,0.187527628,2.6754557230000002
2018/03/25,00:00:00,1,0.163305168,1.8488534159999999
2018/03/26,00:00:00,1,0.24411606800000002,2.293185577
2018/03/27,00:00:00,1,0.166556063,1.964001169
2018/03/28,00:00:00,1,0.141596146,2.011555471
2018/03/29,00:00:00,1,0.185392647,4.066622601000001
2018/03/30,00:00:00,1,0.426787834,2.28769721
2018/03/31,00:00:00,1,0.30612876899999997,4.629474735
2018/04/01,00:00:00,1,0.27948975600000003,0.456619225
2018/04/02,00:00:00,1,0.43928087200000004,0.948406792
2018/04/03,00:00:00,1,0.273443127,0.569568977
2018/04/04,00:00:00,1,0.220983734,0.932243376
2018/03/01,01:00:00,1,0.070473995,1.154026413
2018/03/02,01:00:00,1,0.136873589,1.8846833230000002
2018/03/03,01:00:00,1,0.10553206400000001,1.327947512
2018/03/04,01:00:00,1,0.193267059,1.081889229
2018/03/05,01:00:00,1,0.039631987,0.403819838
2018/03/06,01:00:00,1,0.044886045,0.40347943299999994
2018/03/07,01:00:00,1,0.110938969,2.805519409
2018/03/08,01:00:00,1,0.117556705,2.985438404
2018/03/09,01:00:00,1,0.150178547,1.590923061
2018/03/10,01:00:00,1,0.209140682,3.42163311
2018/03/11,01:00:00,1,0.220534067,3.24477705
2018/03/12,01:00:00,1,0.130292044,2.47417985
2018/03/13,01:00:00,1,0.217247143,1.5554634669999998
2018/03/14,01:00:00,1,0.246496992,2.288193216
2018/03/15,01:00:00,1,0.222,2.78
2018/03/16,01:00:00,1,0.159051561,3.503256102
2018/03/17,01:00:00,1,0.190805273,1.781180038
2018/03/18,01:00:00,1,0.23206659300000002,2.8456020160000004
2018/03/19,01:00:00,1,0.153096991,2.464988966
2018/03/20,01:00:00,1,0.136973743,2.145049343
2018/03/21,01:00:00,1,0.414992418,1.995322714
2018/03/22,01:00:00,1,0.162027931,2.4249257180000003
2018/03/23,01:00:00,1,0.063822479,0.663288774
2018/03/24,01:00:00,1,0.163498144,2.293041792
2018/03/25,01:00:00,1,0.064740963,1.124962492
2018/03/26,01:00:00,1,0.087,1.61
2018/03/27,01:00:00,1,0.070089703,0.8992628859999999
2018/03/28,01:00:00,1,0.079754391,0.846374187
2018/03/29,01:00:00,1,0.121568279,1.614722929
2018/03/30,01:00:00,1,0.133716049,1.3686330130000002
2018/03/31,01:00:00,1,0.33659462,2.032963181
2018/04/01,01:00:00,1,0.210764885,0.704965677
2018/04/02,01:00:00,1,0.10573360400000001,0.227695961
2018/04/03,01:00:00,1,0.068074751,0.329759512
2018/04/04,01:00:00,1,0.169239492,0.713334513
2018/03/01,02:00:00,1,0.06506348599999999,0.571824083
2018/03/02,02:00:00,1,0.041849356000000004,0.594894905
2018/03/03,02:00:00,1,0.040666561000000004,0.932291613
2018/03/04,02:00:00,1,0.061203899000000006,2.072965403
2018/03/05,02:00:00,1,0.06520916,0.299767342
2018/03/06,02:00:00,1,0.04561931599999999,0.40246301700000003
2018/03/07,02:00:00,1,0.027469654,0.618904524
2018/03/08,02:00:00,1,0.045522365999999995,0.45725302700000003
2018/03/09,02:00:00,1,0.098139524,0.9773234559999999
2018/03/10,02:00:00,1,0.092800732,1.538859186
2018/03/11,02:00:00,1,0.065199938,0.788624592
2018/03/12,02:00:00,1,0.09943367,0.647184153
2018/03/13,02:00:00,1,0.133209543,1.749604874
2018/03/14,02:00:00,1,0.11305209199999999,1.980911274
2018/03/15,02:00:00,1,0.17966716800000002,1.092773952
2018/03/16,02:00:00,1,0.060730457,1.055281696
2018/03/17,02:00:00,1,0.138428087,1.327284918
2018/03/18,02:00:00,1,0.077052259,0.966516209
2018/03/19,02:00:00,1,0.073268633,0.9229415320000001
2018/03/20,02:00:00,1,0.07011733099999999,0.8230027679999999
2018/03/21,02:00:00,1,0.06992037799999999,0.8478585820000001
2018/03/22,02:00:00,1,0.09000859300000001,1.3200289920000001
2018/03/23,02:00:00,1,0.0378,0.6829999999999999
2018/03/24,02:00:00,1,0.066366482,0.37486877399999996
2018/03/25,02:00:00,1,0.045057135,1.018102036
2018/03/26,02:00:00,1,0.034356384,0.497513294
2018/03/27,02:00:00,1,0.06562330200000001,0.498715467
2018/03/28,02:00:00,1,0.046179770999999994,0.376123009
2018/03/29,02:00:00,1,0.060257005999999995,0.8272390079999999
2018/03/30,02:00:00,1,0.060681276,0.536689367
2018/03/31,02:00:00,1,0.11579039599999999,0.479792128
2018/04/01,02:00:00,1,0.256910696,0.65663497
2018/04/02,02:00:00,1,0.084230537,0.812548981
2018/04/03,02:00:00,1,0.194439573,0.891403618
2018/04/04,02:00:00,1,0.075489035,0.6616884710000001
2018/03/01,03:00:00,1,0.032563429,0.435221386
2018/03/02,03:00:00,1,0.028902264,1.009937983
2018/03/03,03:00:00,1,0.03558795,0.7712920090000001
2018/03/04,03:00:00,1,0.039943256,0.577990656
2018/03/05,03:00:00,1,0.069205589,0.092658129
2018/03/06,03:00:00,1,0.042220993,1.852106934
2018/03/07,03:00:00,1,0.030831165,0.404413691
2018/03/08,03:00:00,1,0.034673719,0.16177062
2018/03/09,03:00:00,1,0.086526146,1.092252102
2018/03/10,03:00:00,1,0.045935555,0.40284444799999997
2018/03/11,03:00:00,1,0.038023081,0.249646692
2018/03/12,03:00:00,1,0.071144028,0.83672472
2018/03/13,03:00:00,1,0.0594,0.561
2018/03/14,03:00:00,1,0.098521538,0.937147017
2018/03/15,03:00:00,1,0.102049294,0.5383199879999999
2018/03/16,03:00:00,1,0.060894937999999996,0.974703703
2018/03/17,03:00:00,1,0.073621931,0.503389826
2018/03/18,03:00:00,1,0.067985058,0.6818389029999999
2018/03/19,03:00:00,1,0.047459907999999995,0.540163355
2018/03/20,03:00:00,1,0.089127264,0.30810309399999997
2018/03/21,03:00:00,1,0.061604690999999996,0.179794121
2018/03/22,03:00:00,1,0.061320085999999996,0.80355669
2018/03/23,03:00:00,1,0.128,0.636
2018/03/24,03:00:00,1,0.030356808,0.284688215
2018/03/25,03:00:00,1,0.039078493,0.364446335
2018/03/26,03:00:00,1,0.016732302,0.265265713
2018/03/27,03:00:00,1,0.025333718999999998,0.329914074
2018/03/28,03:00:00,1,0.040496063,0.335154943
2018/03/29,03:00:00,1,0.04213788,0.6640357689999999
2018/03/30,03:00:00,1,0.055793857999999995,0.42835439700000005
2018/03/31,03:00:00,1,0.14800000000000002,0.389
2018/04/01,03:00:00,1,0.2155933,0.347776642
2018/04/02,03:00:00,1,0.092950554,0.232516594
2018/04/03,03:00:00,1,0.18950615899999998,0.601690388
2018/04/04,03:00:00,1,0.058526000999999994,0.944631166
2018/03/01,04:00:00,1,0.0306,0.1
2018/03/02,04:00:00,1,0.0204,0.7190000000000001
2018/03/03,04:00:00,1,0.026541243,0.645602217
2018/03/04,04:00:00,1,0.0336,0.068910437
2018/03/05,04:00:00,1,0.029521122,0.157913523
2018/03/06,04:00:00,1,0.0284,1.01
2018/03/07,04:00:00,1,0.033383512000000004,0.48794357299999996
2018/03/08,04:00:00,1,0.0379,0.33
2018/03/09,04:00:00,1,0.057217283,0.44011791200000006
2018/03/10,04:00:00,1,0.041337528,0.31342121100000003
2018/03/11,04:00:00,1,0.045932255,0.7640194229999999
2018/03/12,04:00:00,1,0.0552,0.47100000000000003
2018/03/13,04:00:00,1,0.081937313,0.45097563700000004
2018/03/14,04:00:00,1,0.07632389099999999,0.7886332229999999
2018/03/15,04:00:00,1,0.04047534,0.154364014
2018/03/16,04:00:00,1,0.0413,0.528
2018/03/17,04:00:00,1,0.076749811,0.40671258
2018/03/18,04:00:00,1,0.036,0.47
2018/03/19,04:00:00,1,0.048144865,0.446257839
2018/03/20,04:00:00,1,0.032508965,0.161111765
2018/03/21,04:00:00,1,0.065098276,0.23197719600000002
2018/03/22,04:00:00,1,0.036986561,0.42049662600000004
2018/03/23,04:00:00,1,0.0127,0.063
2018/03/24,04:00:00,1,0.030180692999999998,0.410489216
2018/03/25,04:00:00,1,0.054739199,0.703476772
2018/03/26,04:00:00,1,0.016010103,0.158141642
2018/03/27,04:00:00,1,0.024063759,0.14170154599999998
2018/03/28,04:00:00,1,0.026962347,0.262997065
2018/03/29,04:00:00,1,0.036943569,0.487621469
2018/03/30,04:00:00,1,0.044641581,0.7905594440000001
2018/03/31,04:00:00,1,0.06422151599999999,0.714892216
2018/04/01,04:00:00,1,0.051208391,0.5889738179999999
2018/04/02,04:00:00,1,0.079306784,0.236425209
2018/04/03,04:00:00,1,0.045345984000000006,0.5155946539999999
2018/04/04,04:00:00,1,0.075040197,0.8172521690000001
2018/03/01,05:00:00,1,0.028391943,0.09737842599999999
2018/03/02,05:00:00,1,0.024602222000000003,0.722892599
2018/03/03,05:00:00,1,0.026536627,0.537762547
2018/03/04,05:00:00,1,0.029115038,0.19992526100000002
2018/03/05,05:00:00,1,0.046300955,0.41749176
2018/03/06,05:00:00,1,0.034679642000000004,0.9119335270000001
2018/03/07,05:00:00,1,0.047688684,0.8504307459999999
2018/03/08,05:00:00,1,0.051563482,0.309109335
2018/03/09,05:00:00,1,0.07592783,0.7001881409999999
2018/03/10,05:00:00,1,0.054380217,1.2529687790000001
2018/03/11,05:00:00,1,0.052047739,0.312409487
2018/03/12,05:00:00,1,0.077137022,0.40433356299999995
2018/03/13,05:00:00,1,0.093093615,0.37699230200000006
2018/03/14,05:00:00,1,0.075576038,0.392181635
2018/03/15,05:00:00,1,0.042771235,0.421653204
2018/03/16,05:00:00,1,0.085188236,0.373104382
2018/03/17,05:00:00,1,0.064815216,0.859244442
2018/03/18,05:00:00,1,0.044844389000000005,0.327941713
2018/03/19,05:00:00,1,0.057694092,0.570595245
2018/03/20,05:00:00,1,0.063937674,0.49814786
2018/03/21,05:00:00,1,0.08259148599999999,0.373833704
2018/03/22,05:00:00,1,0.048405495,0.5830152989999999
2018/03/23,05:00:00,1,0.029570292999999997,0.461566505
2018/03/24,05:00:00,1,0.041182737000000004,0.463285475
2018/03/25,05:00:00,1,0.052073907999999995,0.326923819
2018/03/26,05:00:00,1,0.048144865,0.418731699
2018/03/27,05:00:00,1,0.048859482,0.32265747100000003
2018/03/28,05:00:00,1,0.04287673,0.482976255
2018/03/29,05:00:00,1,0.065015144,0.57339571
2018/03/30,05:00:00,1,0.10143955199999999,1.706742344
2018/03/31,05:00:00,1,0.08692269300000001,0.858166103
2018/04/01,05:00:00,1,0.072337866,0.322300463
2018/04/02,05:00:00,1,0.147272968,0.370708666
2018/04/03,05:00:00,1,0.0995,0.322
2018/04/04,05:00:00,1,0.075492029,0.461619711
2018/03/01,06:00:00,1,0.051665725999999995,0.696863413
2018/03/02,06:00:00,1,0.06336113,1.3358008479999999
2018/03/03,06:00:00,1,0.075538893,0.362041702
2018/03/04,06:00:00,1,0.04122653,0.360702724
2018/03/05,06:00:00,1,0.077,1.41
2018/03/06,06:00:00,1,0.07973011,0.565211401
2018/03/07,06:00:00,1,0.093530426,1.580284948
2018/03/08,06:00:00,1,0.21667334600000002,1.203041592
2018/03/09,06:00:00,1,0.18780908600000001,1.154165621
2018/03/10,06:00:00,1,0.116581936,1.114572935
2018/03/11,06:00:00,1,0.09638170199999999,1.255632219
2018/03/12,06:00:00,1,0.087046938,0.751968737
2018/03/13,06:00:00,1,0.134774666,1.469185019
2018/03/14,06:00:00,1,0.25681921,1.6095391369999998
2018/03/15,06:00:00,1,0.101184778,1.249269514
2018/03/16,06:00:00,1,0.104950476,1.0129164309999998
2018/03/17,06:00:00,1,0.14732004199999998,1.7088816359999999
2018/03/18,06:00:00,1,0.11322045300000001,1.84
2018/03/19,06:00:00,1,0.168839455,1.262414694
2018/03/20,06:00:00,1,0.117818375,1.647625866
2018/03/21,06:00:00,1,0.11783642800000001,1.1438909720000001
2018/03/22,06:00:00,1,0.151525822,1.4610583209999999
2018/03/23,06:00:00,1,0.07585589400000001,0.879527225
2018/03/24,06:00:00,1,0.094930401,0.731016607
2018/03/25,06:00:00,1,0.082999191,1.107569714
2018/03/26,06:00:00,1,0.0743,0.813
2018/03/27,06:00:00,1,0.08585043,0.919007235
2018/03/28,06:00:00,1,0.072632828,0.561407442
2018/03/29,06:00:00,1,0.145676622,1.3615309519999998
2018/03/30,06:00:00,1,0.117048845,1.140417089
2018/03/31,06:00:00,1,0.180806875,0.920985479
2018/04/01,06:00:00,1,0.126,0.8109999999999999
2018/04/02,06:00:00,1,0.14524725900000002,0.8977737240000001
2018/04/03,06:00:00,1,0.12,0.9440000000000001
2018/04/04,06:00:00,1,0.10317663199999999,0.64191925
2018/03/01,07:00:00,1,0.093756113,1.218969307
2018/03/02,07:00:00,1,0.15844897300000002,1.5301913169999999
2018/03/03,07:00:00,1,0.159150171,1.8852095219999998
2018/03/04,07:00:00,1,0.08684559800000001,1.019412003
2018/03/05,07:00:00,1,0.15301755,1.73707818
2018/03/06,07:00:00,1,0.17429051399999998,1.286150188
2018/03/07,07:00:00,1,0.21788743,2.657027855
2018/03/08,07:00:00,1,0.34965628600000004,1.75476181
2018/03/09,07:00:00,1,0.35699341799999995,2.159209986
2018/03/10,07:00:00,1,0.24839516600000003,2.406077127
2018/03/11,07:00:00,1,0.282639484,3.017503319
2018/03/12,07:00:00,1,0.236966925,3.272253437
2018/03/13,07:00:00,1,0.31312229199999997,2.819237614
2018/03/14,07:00:00,1,0.377489824,2.432166052
2018/03/15,07:00:00,1,0.356868105,2.676838226
2018/03/16,07:00:00,1,0.406868801,2.160644846
2018/03/17,07:00:00,1,0.220209627,2.88298913
2018/03/18,07:00:00,1,0.23338930100000002,3.613556156
2018/03/19,07:00:00,1,0.35168154700000004,2.798522787
2018/03/20,07:00:00,1,0.312211332,2.536623983
2018/03/21,07:00:00,1,0.270049133,2.0046788980000003
2018/03/22,07:00:00,1,0.23588377,2.131954784
2018/03/23,07:00:00,1,0.09941212699999999,1.523921385
2018/03/24,07:00:00,1,0.145963907,1.890351954
2018/03/25,07:00:00,1,0.190289097,1.5707009790000002
2018/03/26,07:00:00,1,0.115824165,1.235232868
2018/03/27,07:00:00,1,0.211795607,1.413497066
2018/03/28,07:00:00,1,0.139781504,1.670709124
2018/03/29,07:00:00,1,0.19133666,2.111912661
2018/03/30,07:00:00,1,0.099122009,0.9474829290000001
2018/03/31,07:00:00,1,0.22077180899999999,2.142168255
2018/04/01,07:00:00,1,0.155487576,0.015720539
2018/04/02,07:00:00,1,0.169168758,0.272654095
2018/04/03,07:00:00,1,0.151255875,0.27351366
2018/04/04,07:00:00,1,0.16910618800000002,0.13258914900000002
2018/03/01,08:00:00,1,0.21386753100000003,1.504885759
2018/03/02,08:00:00,1,0.43793748899999996,2.542342415
2018/03/03,08:00:00,1,0.175453844,1.43777936
2018/03/04,08:00:00,1,0.226665106,2.3961850069999997
2018/03/05,08:00:00,1,0.267626333,1.95508606
2018/03/06,08:00:00,1,0.178934183,1.748296766
2018/03/07,08:00:00,1,0.32562842399999997,2.8764978689999996
2018/03/08,08:00:00,1,0.527572126,2.886391106
2018/03/09,08:00:00,1,0.45495630299999995,3.1141945460000002
2018/03/10,08:00:00,1,0.30273024600000004,3.016875267
2018/03/11,08:00:00,1,0.330105066,3.9728830910000004
2018/03/12,08:00:00,1,0.28784399,4.563502655
2018/03/13,08:00:00,1,0.35355920799999996,4.128060284
2018/03/14,08:00:00,1,0.44023835200000005,2.92778307
2018/03/15,08:00:00,1,0.370878363,3.83470295
2018/03/16,08:00:00,1,0.530092154,3.2913366410000005
2018/03/17,08:00:00,1,0.476329145,3.278578758
2018/03/18,08:00:00,1,0.548134775,5.401237564
2018/03/19,08:00:00,1,0.359418974,3.000256615
2018/03/20,08:00:00,1,0.252026567,2.7581755919999997
2018/03/21,08:00:00,1,0.295502357,3.147975702
2018/03/22,08:00:00,1,0.355843449,2.307522678
2018/03/23,08:00:00,1,0.21222138399999999,2.043140955
2018/03/24,08:00:00,1,0.21598298100000002,2.232938995
2018/03/25,08:00:00,1,0.275,2.53
2018/03/26,08:00:00,1,0.172415304,1.918367529
2018/03/27,08:00:00,1,0.225208025,1.5400322530000001
2018/03/28,08:00:00,1,0.197022858,3.1087523939999997
2018/03/29,08:00:00,1,0.3690382,2.51225256
2018/03/30,08:00:00,1,0.228164692,2.284802771
2018/03/31,08:00:00,1,0.400176706,2.690493441
2018/04/01,08:00:00,1,0.33219614,0.606441231
2018/04/02,08:00:00,1,0.26152311300000003,0.63891264
2018/04/03,08:00:00,1,0.235036945,0.960531292
2018/04/04,08:00:00,1,0.23479064,0.233464041
2018/03/01,09:00:00,1,0.449391356,1.924939795
2018/03/02,09:00:00,1,0.382683964,2.413917847
2018/03/03,09:00:00,1,0.304,3.6908821489999997
2018/03/04,09:00:00,1,0.37915026700000004,3.0739712519999998
2018/03/05,09:00:00,1,0.289733982,3.297949276
2018/03/06,09:00:00,1,0.297382994,3.045511532
2018/03/07,09:00:00,1,0.365523224,3.585197525
2018/03/08,09:00:00,1,0.394352074,3.477349367
2018/03/09,09:00:00,1,0.510057487,3.1900728889999996
2018/03/10,09:00:00,1,0.60369215,4.49453845
2018/03/11,09:00:00,1,0.42925358799999996,5.009686966
2018/03/12,09:00:00,1,0.342,3.05
2018/03/13,09:00:00,1,0.304176989,3.4084480000000004
2018/03/14,09:00:00,1,0.6087967679999999,2.876700163
2018/03/15,09:00:00,1,0.403869705,3.3444972710000003
2018/03/16,09:00:00,1,0.33890337,2.946984825
2018/03/17,09:00:00,1,0.974476109,5.821769266
2018/03/18,09:00:00,1,0.5906944270000001,5.071406593
2018/03/19,09:00:00,1,0.39821533200000003,2.401026316
2018/03/20,09:00:00,1,0.375226011,3.7128390689999997
2018/03/21,09:00:00,1,0.320553789,2.390108728
2018/03/22,09:00:00,1,0.307164011,2.057686663
2018/03/23,09:00:00,1,0.228254118,1.9177847
2018/03/24,09:00:00,1,0.32287872300000003,2.701699305
2018/03/25,09:00:00,1,0.5780542089999999,2.663936129
2018/03/26,09:00:00,1,0.307724447,2.1355143169999997
2018/03/27,09:00:00,1,0.278063793,1.555588131
2018/03/28,09:00:00,1,0.308202753,3.967305698
2018/03/29,09:00:00,1,0.44511331600000004,1.739089565
2018/03/30,09:00:00,1,0.299029522,1.867163706
2018/03/31,09:00:00,1,0.37991526600000003,2.823224611
2018/04/01,09:00:00,1,0.555504541,0.739267855
2018/04/02,09:00:00,1,0.38906241399999997,0.059822587999999996
2018/04/03,09:00:00,1,0.342015829,0.582960644
2018/04/04,09:00:00,1,0.267317734,0.338910885
2018/03/01,10:00:00,1,0.307692242,2.202629795
2018/03/02,10:00:00,1,0.32299999999999995,3.27
2018/03/03,10:00:00,1,0.499221735,3.7878540419999998
2018/03/04,10:00:00,1,0.503649464,4.317594376000001
2018/03/05,10:00:00,1,0.36061170600000003,2.542364025
2018/03/06,10:00:00,1,0.45605092,3.928478565
2018/03/07,10:00:00,1,0.35016195299999997,3.3222718810000003
2018/03/08,10:00:00,1,0.452698097,3.242051897
2018/03/09,10:00:00,1,0.46429224,3.312231483
2018/03/10,10:00:00,1,0.546614075,4.455670662
2018/03/11,10:00:00,1,0.475274363,5.018847551
