Date,Time,Cell_num,Upload,Download,Day
2018/3/3,0,1,0.287689381,3.8944022560000002,3
2018/3/3,1,1,0.10553206400000001,1.327947512,3
2018/3/3,2,1,0.040666561000000004,0.932291613,3
2018/3/3,3,1,0.03558795,0.7712920090000001,3
2018/3/3,4,1,0.026541243,0.645602217,3
2018/3/3,5,1,0.026536627,0.537762547,3
2018/3/3,6,1,0.075538893,0.362041702,3
2018/3/3,7,1,0.159150171,1.8852095219999998,3
2018/3/3,8,1,0.175453844,1.43777936,3
2018/3/3,9,1,0.304,3.6908821489999997,3
2018/3/3,10,1,0.499221735,3.7878540419999998,3
2018/3/3,11,1,0.39180166200000005,3.822476635,3
2018/3/3,12,1,0.353082705,3.132761641,3
2018/3/3,13,1,0.490970068,3.4346648980000003,3
2018/3/3,14,1,0.388790674,2.939461966,3
2018/3/3,15,1,0.342192936,3.9252947999999996,3
2018/3/3,16,1,0.36393718700000005,6.580819882999999,3
2018/3/3,17,1,0.51089922,5.058385611,3
2018/3/3,18,1,0.279687309,2.656229668,3
2018/3/3,19,1,0.331967316,4.642985239,3
2018/3/3,20,1,0.45404226299999995,5.186819038,3
2018/3/3,21,1,0.362139978,4.026244354,3
2018/3/3,22,1,0.470719967,3.443552675,3
2018/3/3,23,1,0.32510641100000004,4.799205713,3
2018/3/4,0,1,0.197377167,2.914598999,4
2018/3/4,1,1,0.193267059,1.081889229,4
2018/3/4,2,1,0.061203899000000006,2.072965403,4
2018/3/4,3,1,0.039943256,0.577990656,4
2018/3/4,4,1,0.0336,0.068910437,4
2018/3/4,5,1,0.029115038,0.19992526100000002,4
2018/3/4,6,1,0.04122653,0.360702724,4
2018/3/4,7,1,0.08684559800000001,1.019412003,4
2018/3/4,8,1,0.226665106,2.3961850069999997,4
2018/3/4,9,1,0.37915026700000004,3.0739712519999998,4
2018/3/4,10,1,0.503649464,4.317594376000001,4
2018/3/4,11,1,0.474975004,3.7109521389999998,4
2018/3/4,12,1,0.45874411600000004,3.3191033269999997,4
2018/3/4,13,1,0.45711200700000004,3.597046738,4
2018/3/4,14,1,0.47379080799999995,2.888859529,4
2018/3/4,15,1,0.394725466,2.841095867,4
2018/3/4,16,1,0.423182678,3.707476559,4
2018/3/4,17,1,0.44634711299999996,2.755055799,4
2018/3/4,18,1,0.238183432,2.6144116019999997,4
2018/3/4,19,1,0.434662809,3.5536513519999997,4
2018/3/4,20,1,0.651519814,5.357035723,4
2018/3/4,21,1,0.7727987,4.884409094,4
2018/3/4,22,1,0.499769773,4.437608891,4
2018/3/4,23,1,0.33377841,3.99115531,4
2018/3/10,0,1,0.36537267700000003,4.8739229580000005,10
2018/3/10,1,1,0.209140682,3.42163311,10
2018/3/10,2,1,0.092800732,1.538859186,10
2018/3/10,3,1,0.045935555,0.40284444799999997,10
2018/3/10,4,1,0.041337528,0.31342121100000003,10
2018/3/10,5,1,0.054380217,1.2529687790000001,10
2018/3/10,6,1,0.116581936,1.114572935,10
2018/3/10,7,1,0.24839516600000003,2.406077127,10
2018/3/10,8,1,0.30273024600000004,3.016875267,10
2018/3/10,9,1,0.60369215,4.49453845,10
2018/3/10,10,1,0.546614075,4.455670662,10
2018/3/10,11,1,0.417053995,3.962245989,10
2018/3/10,12,1,0.531599474,5.681081742999999,10
2018/3/10,13,1,0.5123137,7.376009398,10
2018/3/10,14,1,0.538852539,5.97252141,10
2018/3/10,15,1,0.587022657,5.540361996000001,10
2018/3/10,16,1,0.6963686659999999,4.739499321,10
2018/3/10,17,1,0.492268276,4.426554278999999,10
2018/3/10,18,1,0.670295162,5.960028486000001,10
2018/3/10,19,1,0.864376659,4.676867218,10
2018/3/10,20,1,0.770327454,4.981188116,10
2018/3/10,21,1,0.616189976,5.77277276,10
2018/3/10,22,1,0.60058301,7.039347382000001,10
2018/3/10,23,1,0.5987221620000001,7.058026419,10
2018/3/11,0,1,0.291119604,5.282997798999999,11
2018/3/11,1,1,0.220534067,3.24477705,11
2018/3/11,2,1,0.065199938,0.788624592,11
2018/3/11,3,1,0.038023081,0.249646692,11
2018/3/11,4,1,0.045932255,0.7640194229999999,11
2018/3/11,5,1,0.052047739,0.312409487,11
2018/3/11,6,1,0.09638170199999999,1.255632219,11
2018/3/11,7,1,0.282639484,3.017503319,11
2018/3/11,8,1,0.330105066,3.9728830910000004,11
2018/3/11,9,1,0.42925358799999996,5.009686966,11
2018/3/11,10,1,0.475274363,5.018847551,11
2018/3/11,11,1,0.52065032,5.366450863,11
2018/3/11,12,1,0.631675882,8.176416283,11
2018/3/11,13,1,0.38986811600000004,4.822923651,11
2018/3/11,14,1,0.48831502,4.966371918,11
2018/3/11,15,1,0.46799999999999997,5.35,11
2018/3/11,16,1,0.44911171899999996,5.196560078,11
2018/3/11,17,1,0.537211885,6.241387577,11
2018/3/11,18,1,0.433960161,4.602619486,11
2018/3/11,19,1,0.48086978,5.6407958979999995,11
2018/3/11,20,1,0.6945558740000001,6.564608058999999,11
2018/3/11,21,1,0.785753088,8.160780783,11
2018/3/11,22,1,0.862711697,6.001277075,11
2018/3/11,23,1,0.548623629,4.739084396,11
2018/3/17,0,1,0.366,4.66,17
2018/3/17,1,1,0.190805273,1.781180038,17
2018/3/17,2,1,0.138428087,1.327284918,17
2018/3/17,3,1,0.073621931,0.503389826,17
2018/3/17,4,1,0.076749811,0.40671258,17
2018/3/17,5,1,0.064815216,0.859244442,17
2018/3/17,6,1,0.14732004199999998,1.7088816359999999,17
2018/3/17,7,1,0.220209627,2.88298913,17
2018/3/17,8,1,0.476329145,3.278578758,17
2018/3/17,9,1,0.974476109,5.821769266,17
2018/3/17,10,1,0.706633902,6.529056473,17
2018/3/17,11,1,0.600505648,6.394766064,17
2018/3/17,12,1,0.589382219,6.290223789,17
2018/3/17,13,1,0.532,8.086876163,17
2018/3/17,14,1,0.563381414,5.883465738,17
2018/3/17,15,1,0.48377650299999997,4.922419481,17
2018/3/17,16,1,0.757197723,5.796687707999999,17
2018/3/17,17,1,0.48815872200000004,5.190750284,17
2018/3/17,18,1,0.45996374100000004,5.823274468999999,17
2018/3/17,19,1,0.67276494,6.219015245,17
2018/3/17,20,1,0.562782669,7.55169652,17
2018/3/17,21,1,0.73404542,8.762124137999999,17
2018/3/17,22,1,0.713267393,9.746183558,17
2018/3/17,23,1,0.47807814600000004,5.848656206,17
2018/3/18,0,1,0.487424297,4.952346392,18
2018/3/18,1,1,0.23206659300000002,2.8456020160000004,18
2018/3/18,2,1,0.077052259,0.966516209,18
2018/3/18,3,1,0.067985058,0.6818389029999999,18
2018/3/18,4,1,0.036,0.47,18
2018/3/18,5,1,0.044844389000000005,0.327941713,18
2018/3/18,6,1,0.11322045300000001,1.84,18
2018/3/18,7,1,0.23338930100000002,3.613556156,18
2018/3/18,8,1,0.548134775,5.401237564,18
2018/3/18,9,1,0.5906944270000001,5.071406593,18
2018/3/18,10,1,0.556327362,4.372258368,18
2018/3/18,11,1,0.62138113,4.526342983,18
2018/3/18,12,1,0.510017166,5.514230795,18
2018/3/18,13,1,0.504578638,5.528569145,18
2018/3/18,14,1,0.504834576,4.403724642,18
2018/3/18,15,1,0.6018034170000001,5.418126459,18
2018/3/18,16,1,0.7322933770000001,5.471642637,18
2018/3/18,17,1,0.51075778,5.4076595020000005,18
2018/3/18,18,1,0.53,5.30520298,18
2018/3/18,19,1,0.575070372,4.244000521,18
2018/3/18,20,1,0.5791872220000001,6.981269779,18
2018/3/18,21,1,0.6426423929999999,6.537815542000001,18
